  YYMMDDHHMI STN  WD   WS GST  GST  GST     PA     PS PT    PR    TA    TD    HM    PV     RN     RN     RN     RN     SD     SD     SD WC WP WW                      CA  CA   CH CT        CT  CT  CT    VS   SS    SI ST    TS    TE    TE    TE    TE  ST   WH BF IR IX
         KST  ID  16  m/s  WD   WS   TM    hPa    hPa      hPa     C     C     %   hPa     mm    DAY    JUN    INT    HR3    DAY    TOT                              TOT MID  MIN          TOP MID LOW                  GD     C     5    10    20    30 SEA    m         
202302271400 259  18  2.5  -9 -9.0   -9 1030.8 1032.8 -9  -9.0  13.1  -2.8  33.0   5.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  1180  1.0  2.67 -9  18.1   9.5   7.2   6.0   6.7  -9 -9.0 -9  3 -9
202302271400 260  14  2.2  -9 -9.0   -9 1027.5 1032.8 -9  -9.0  13.6  -6.0  25.0   3.9   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  2000  1.0 -9.00 -9  30.5 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202302271400 261  25  4.2  -9 -9.0   -9 1031.8 1033.8 -9  -9.0  12.0  -1.9  38.0   5.3   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  4917  1.0 -9.00 -9  28.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202302271400 262  29  2.9  -9 -9.0   -9 1026.9 1033.2 -9  -9.0  12.2  -8.9  22.0   3.1   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  2000  1.0 -9.00 -9  29.8 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202302271400 263  20  3.6  -9 -9.0   -9 1030.2 1031.9 -9  -9.0  16.1 -15.6  10.0   1.8   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  5000  1.0  2.85 -9  21.0   9.1   5.3   5.5   6.5  -9 -9.0 -9  3 -9
202302271400 264  25  2.1  -9 -9.0   -9 1013.1 1031.3 -9  -9.0  15.6 -11.8  14.0   2.5   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  5000  1.0  2.83 -9  18.5  11.7   8.8   4.5   4.7  -9 -9.0 -9  3 -9
202302271400 266  23  3.1  -9 -9.0   -9 1022.5 1033.1 -9  -9.0  14.6 -10.2  17.0   2.8   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  1230  1.0  2.84 -9  31.5  28.3  11.1   7.2   6.6  -9 -9.0 -9  3 -9
202302271400 268  36  1.8  -9 -9.0   -9 1031.1 1032.3 -9  -9.0  12.3  -2.7  35.0   5.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  2000  1.0 -9.00 -9  28.2 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202302271400 271  25  2.7  -9 -9.0   -9  990.6 1029.3 -9  -9.0  12.6 -11.8  17.0   2.5   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  1998  1.0 -9.00 -9  35.5 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202302271400 272  14  2.0  -9 -9.0   -9 1006.0 1031.6 -9  -9.0  11.8  -7.1  26.0   3.6   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  1885  1.0 -9.00 -9  20.9 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202302271400 273  11  3.0  -9 -9.0   -9 1010.2 1031.0 -9  -9.0  13.4  -7.3  23.0   3.5   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  3215  1.0 -9.00 -9  20.5 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202302271400 276  34  3.0  -9 -9.0   -9 1005.6 1030.5 -9  -9.0  14.2 -18.3   9.0   1.5   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  5000  1.0  2.83 -9  24.2  10.9   5.2   2.6   2.7  -9 -9.0 -9  3 -9
202302271400 277  27  2.8  -9 -9.0   -9 1025.8 1030.7 -9  -9.0  16.1 -11.4  14.0   2.6   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  2000  1.0 -9.00 -9  23.4 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202302271400 278  20  1.6  -9 -9.0   -9 1021.4 1031.3 -9  -9.0  13.3 -10.5  18.0   2.8   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  4764  1.0 -9.00 -9  26.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202302271400 279   7  1.1  -9 -9.0   -9 1026.4 1032.4 -9  -9.0  13.4  -9.1  20.0   3.1   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  2894  1.0 -9.00 -9  21.2 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202302271400 281  27  1.8  -9 -9.0   -9 1021.1 1032.7 -9  -9.0  14.6 -11.8  15.0   2.5   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  4749  1.0 -9.00 -9  32.2 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202302271400 283  16  2.2  -9 -9.0   -9 1026.8 1031.6 -9  -9.0  16.8 -11.8  13.0   2.5   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  4438  1.0  2.77 -9  25.7  13.4   8.2   6.6   6.1  -9 -9.0 -9  3 -9
202302271400 284  16  3.1  -9 -9.0   -9 1003.9 1031.1 -9  -9.0  15.7 -11.7  14.0   2.5   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  5000  1.0 -9.00 -9  17.5 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202302271400 285  16  1.0  -9 -9.0   -9 1028.3 1031.5 -9  -9.0  15.3 -13.0  13.0   2.3   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  4886  1.0 -9.00 -9  24.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202302271400 288  14  2.1  -9 -9.0   -9 1030.9 1031.9 -9  -9.0  14.9 -11.5  15.0   2.5   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  4451  1.0 -9.00 -9  22.7 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202302271400 289   7  2.3  -9 -9.0   -9 1015.6 1032.2 -9  -9.0  14.4  -8.3  20.0   3.3   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  3749  1.0 -9.00 -9  28.4 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202302271400 294  11  1.1  -9 -9.0   -9 1028.0 1033.5 -9  -9.0  13.5  -4.6  28.0   4.3   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  5000  1.0 -9.00 -9  33.8 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202302271400 295  27  1.8  -9 -9.0   -9 1027.5 1033.1 -9  -9.0  13.4  -7.9  22.0   3.4   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  1942  1.0 -9.00 -9  34.9 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202302271400 296  18  4.2  -9 -9.0   -9 1032.9 1033.3 -9  -9.0  13.7  -5.4  26.0   4.1   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  2000  1.0  3.04 -9  20.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9 -9 -9
